Age,AgeGroup,Attrition,AttritionBinary,Department,EducationField,Gender,JobRole,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,DistanceFromHome
32,26-35,No,0,Sales,Life Sciences,Female,Sales Representative,1,1,Divorced,2827,1,No,3,1,3,1,0,0,0,3,2
56,56-65,No,0,Research & Development,Technical Degree,Female,Manager,5,1,Divorced,19943,4,No,3,28,3,5,2,4,2,4,4
29,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,1,4,Married,3131,1,No,3,10,3,10,8,0,8,2,6
19,18-25,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,1,Single,2552,1,No,4,1,3,1,1,0,0,3,9
45,36-45,No,0,Research & Development,Medical,Female,Research Scientist,1,3,Married,4477,4,Yes,3,7,2,3,2,0,2,1,7
37,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,4,Married,6474,1,No,3,14,2,14,8,3,11,4,1
20,18-25,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,3033,1,No,3,2,2,2,2,1,2,1,3
44,36-45,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,3,Single,2936,1,Yes,3,6,3,6,4,0,2,3,10
53,46-55,No,0,Research & Development,Medical,Female,Manager,5,3,Divorced,18606,3,No,3,26,3,7,7,4,7,4,7
29,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Married,2168,0,Yes,3,6,2,5,4,1,3,2,15
22,18-25,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,4,Married,2853,0,Yes,3,1,3,0,0,0,0,3,3
46,46-55,No,0,Sales,Marketing,Female,Manager,4,1,Married,17048,8,No,4,28,3,26,15,15,9,3,2
44,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Single,2290,2,No,3,6,3,0,0,0,0,4,17
33,26-35,No,0,Human Resources,Human Resources,Male,Human Resources,1,3,Married,3600,1,No,3,5,3,5,4,1,4,2,2
41,36-45,Yes,1,Research & Development,Life Sciences,Male,Research Scientist,1,1,Divorced,2107,6,No,3,5,1,1,0,0,0,1,5
30,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,1,Divorced,4115,8,No,3,8,3,4,3,0,3,3,29
40,36-45,No,0,Sales,Medical,Male,Sales Executive,2,2,Married,4327,5,No,3,5,3,0,0,0,0,2,2
50,46-55,No,0,Research & Development,Medical,Female,Manager,4,1,Married,17856,2,No,4,32,3,2,2,2,2,4,2
28,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,1,Married,3196,1,No,3,6,3,6,5,3,3,4,19
46,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,5,2,Married,19081,5,No,3,25,3,4,2,0,3,4,15
35,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,1,Married,8966,3,Yes,3,15,3,7,7,1,7,3,17
24,18-25,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,2,Married,2210,1,No,3,1,1,1,0,0,0,4,17
33,26-35,No,0,Sales,Medical,Female,Sales Executive,2,3,Married,4539,1,No,3,10,2,10,7,0,1,2,25
36,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Divorced,2741,1,No,3,7,3,7,7,1,7,3,6
30,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,3,Divorced,3491,1,No,3,10,2,10,7,8,9,3,7
44,36-45,No,0,Research & Development,Other,Male,Research Scientist,2,4,Single,4541,1,No,4,20,3,20,11,13,17,4,29
20,18-25,No,0,Sales,Marketing,Male,Sales Representative,1,4,Single,2678,1,No,3,2,3,2,1,2,2,3,21
46,46-55,No,0,Research & Development,Technical Degree,Male,Manufacturing Director,2,4,Divorced,7379,2,No,3,12,2,6,3,1,4,4,2
42,36-45,No,0,Human Resources,Medical,Male,Human Resources,2,1,Married,6272,7,No,3,10,4,4,3,0,3,4,2
60,56-65,No,0,Sales,Marketing,Male,Sales Executive,2,4,Divorced,5220,0,Yes,3,12,3,11,7,1,9,2,7
32,26-35,No,0,Research & Development,Other,Female,Laboratory Technician,1,2,Married,2743,1,No,4,2,3,2,2,2,2,3,13
32,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,3,Single,4998,4,Yes,3,10,3,8,7,0,7,4,2
36,36-45,No,0,Research & Development,Technical Degree,Female,Manufacturing Director,3,1,Divorced,10252,2,Yes,4,17,3,7,7,7,7,3,1
33,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Married,2781,0,No,3,15,3,14,10,4,10,1,9
40,36-45,No,0,Sales,Technical Degree,Female,Sales Executive,2,2,Divorced,6852,7,No,3,7,4,5,1,1,3,2,10
25,18-25,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,4950,0,No,3,5,3,4,3,1,1,3,10
30,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,2,Married,3579,0,Yes,4,12,3,11,9,5,7,4,1
42,36-45,No,0,Research & Development,Medical,Female,Research Director,3,1,Married,13191,3,Yes,3,20,3,1,0,0,0,1,26
35,26-35,No,0,Sales,Marketing,Female,Sales Executive,3,4,Married,10377,4,Yes,3,16,2,13,2,4,12,3,8
27,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,1,Married,2235,1,Yes,3,9,2,9,7,6,8,1,14
54,46-55,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,3,3,Divorced,10502,7,No,3,33,1,5,4,1,4,4,1
44,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Married,2011,1,No,3,10,3,10,5,7,7,1,2
19,18-25,Yes,1,Research & Development,Medical,Female,Research Scientist,1,2,Single,1859,1,Yes,4,1,4,1,1,0,0,1,10
29,26-35,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Divorced,3760,1,No,3,3,3,3,2,1,2,1,1
54,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,4,4,Married,17779,3,No,3,36,3,10,9,0,9,4,3
31,26-35,No,0,Research & Development,Medical,Male,Healthcare Representative,2,1,Married,6833,1,Yes,3,6,2,6,5,0,1,3,11
31,26-35,No,0,Research & Development,Medical,Female,Healthcare Representative,2,1,Single,6812,1,No,3,10,3,10,9,1,8,3,24
59,56-65,No,0,Sales,Life Sciences,Female,Sales Executive,2,4,Single,5171,5,No,3,13,3,6,1,0,5,3,3
43,36-45,No,0,Research & Development,Life Sciences,Male,Research Director,5,4,Married,19740,3,No,3,25,3,8,7,0,7,3,3
49,46-55,No,0,Research & Development,Medical,Male,Manager,5,3,Married,18711,2,No,3,23,4,1,0,0,0,1,4
36,36-45,No,0,Research & Development,Technical Degree,Male,Research Scientist,1,2,Married,3692,1,No,3,12,2,11,10,0,7,3,3
48,46-55,No,0,Research & Development,Technical Degree,Male,Laboratory Technician,1,2,Single,2559,5,No,3,7,2,1,0,0,0,4,2
27,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,2517,1,No,3,5,3,5,3,0,3,1,4
29,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,2,4,Divorced,6623,1,Yes,3,6,3,6,0,1,0,3,7
48,46-55,No,0,Research & Development,Life Sciences,Male,Research Director,5,4,Single,18265,6,No,3,25,4,1,0,0,0,4,1
29,26-35,No,0,Research & Development,Life Sciences,Female,Research Director,4,4,Divorced,16124,3,No,3,9,2,7,7,1,7,4,1
34,26-35,No,0,Research & Development,Technical Degree,Female,Research Scientist,1,3,Married,2585,0,No,3,2,2,1,0,0,0,3,20
44,36-45,No,0,Sales,Marketing,Male,Manager,5,2,Married,18213,7,No,3,26,3,22,9,3,10,2,5
33,26-35,No,0,Sales,Marketing,Male,Sales Executive,3,3,Divorced,8380,0,Yes,3,10,3,9,8,0,8,4,10
19,18-25,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,4,Single,2994,1,Yes,3,1,3,1,0,0,1,2,25
23,18-25,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,1223,1,No,4,1,3,1,0,0,1,4,1
25,18-25,Yes,1,Sales,Life Sciences,Male,Sales Representative,1,4,Single,1118,1,Yes,3,1,3,1,0,1,0,3,24
26,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,4,Single,2875,1,Yes,4,8,2,8,5,2,2,3,4
45,36-45,Yes,1,Sales,Marketing,Female,Manager,5,2,Single,18824,2,Yes,3,26,3,24,10,1,11,1,2
55,46-55,No,0,Research & Development,Medical,Male,Healthcare Representative,4,2,Divorced,13577,1,Yes,3,34,3,33,9,15,0,4,8
21,18-25,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,3,Single,2625,1,No,4,2,1,2,2,2,2,1,10
46,46-55,No,0,Sales,Marketing,Female,Manager,5,2,Married,18789,2,No,3,26,3,11,4,0,8,4,4
34,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,1,Single,4538,0,Yes,3,4,3,3,2,0,2,3,2
51,46-55,No,0,Sales,Life Sciences,Male,Manager,5,2,Divorced,19847,4,Yes,4,31,2,29,10,11,10,4,9
59,56-65,No,0,Research & Development,Medical,Male,Manufacturing Director,3,4,Single,10512,6,No,3,25,2,9,7,5,4,4,18
34,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,2,2,Divorced,4444,4,No,3,15,4,11,8,5,10,3,19
28,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,1,3,Single,2154,0,Yes,3,5,2,4,2,0,2,4,1
44,36-45,No,0,Research & Development,Life Sciences,Male,Manager,5,1,Divorced,19190,1,No,3,26,2,25,9,14,13,3,4
34,26-35,No,0,Human Resources,Life Sciences,Male,Human Resources,2,2,Married,4490,4,No,3,14,4,10,9,1,8,3,11
35,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,3506,0,Yes,3,4,3,3,2,2,2,3,6
42,36-45,No,0,Research & Development,Medical,Female,Research Scientist,2,2,Married,2372,6,Yes,3,18,3,1,0,0,0,2,7
43,36-45,No,0,Sales,Marketing,Female,Sales Executive,3,4,Single,10231,3,No,3,23,4,21,7,15,17,4,4
36,36-45,No,0,Research & Development,Life Sciences,Female,Manufacturing Director,2,2,Single,5410,9,Yes,3,18,3,16,14,5,12,3,2
44,36-45,Yes,1,Research & Development,Medical,Female,Healthcare Representative,3,4,Married,7978,1,No,3,10,3,10,7,0,5,1,15
28,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,3867,1,Yes,3,2,3,2,2,2,2,4,2
51,46-55,No,0,Research & Development,Medical,Female,Laboratory Technician,1,3,Single,2838,0,No,3,8,2,7,0,7,7,2,6
30,26-35,No,0,Research & Development,Medical,Female,Manufacturing Director,2,3,Single,4695,7,Yes,3,10,3,8,4,1,7,3,9
29,26-35,Yes,1,Research & Development,Technical Degree,Female,Laboratory Technician,1,3,Divorced,3339,3,Yes,3,10,3,7,7,7,7,2,7
28,26-35,No,0,Research & Development,Technical Degree,Male,Research Scientist,1,1,Single,2080,2,No,3,5,2,3,2,1,2,4,1
25,18-25,No,0,Research & Development,Medical,Female,Research Scientist,1,2,Single,2096,1,No,3,2,2,2,2,2,1,4,1
32,26-35,No,0,Sales,Medical,Male,Sales Executive,2,4,Married,6209,1,No,3,10,4,10,7,0,8,3,8
45,36-45,No,0,Research & Development,Medical,Female,Manager,5,2,Single,18061,3,No,4,22,3,0,0,0,0,2,25
39,36-45,No,0,Research & Development,Medical,Female,Manager,4,2,Divorced,17123,6,Yes,3,21,3,19,9,15,2,3,13
58,56-65,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,2372,1,No,3,2,3,2,2,2,2,1,23
32,26-35,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,2,3,Married,4883,1,No,3,10,3,10,4,1,1,4,7
39,36-45,Yes,1,Research & Development,Medical,Male,Research Scientist,1,1,Single,3904,0,No,3,6,3,5,2,0,3,3,23
30,26-35,No,0,Research & Development,Technical Degree,Female,Laboratory Technician,2,4,Married,4627,0,No,3,10,3,9,2,6,7,1,6
36,36-45,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,3,3,Married,7094,3,No,3,10,3,7,7,1,7,4,10
46,46-55,No,0,Human Resources,Life Sciences,Female,Human Resources,1,1,Single,3423,6,No,3,10,4,7,6,5,7,4,1
28,26-35,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,2,4,Married,6674,0,No,3,10,3,9,8,7,5,3,1
50,46-55,No,0,Research & Development,Life Sciences,Female,Research Director,4,1,Married,16880,4,Yes,3,25,3,3,2,1,2,4,28
40,36-45,Yes,1,Sales,Marketing,Male,Sales Executive,3,2,Single,9094,2,Yes,3,9,3,5,4,1,0,4,25
52,46-55,Yes,1,Sales,Life Sciences,Male,Sales Executive,3,2,Single,8446,9,Yes,3,10,2,8,7,7,7,2,5
30,26-35,No,0,Research & Development,Medical,Female,Manager,3,1,Married,11916,1,Yes,4,9,3,9,1,0,8,2,17
39,36-45,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,2,3,Single,4534,0,No,3,9,3,8,7,1,7,1,18
31,26-35,No,0,Sales,Life Sciences,Female,Sales Executive,3,3,Divorced,9852,1,Yes,3,10,2,10,8,9,6,4,2
41,36-45,No,0,Sales,Medical,Male,Sales Executive,2,2,Single,6151,1,No,3,19,3,19,2,11,9,3,10
31,26-35,Yes,1,Sales,Life Sciences,Female,Sales Representative,1,2,Single,2302,1,Yes,3,3,4,3,2,2,2,4,1
44,36-45,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,1,Married,2362,4,No,3,10,4,3,2,1,2,1,3
42,36-45,No,0,Research & Development,Life Sciences,Male,Manager,4,3,Married,17861,0,Yes,3,21,2,20,8,2,10,3,2
55,46-55,No,0,Research & Development,Medical,Female,Manager,5,3,Married,19187,4,No,3,23,3,19,9,9,11,4,2
56,56-65,No,0,Human Resources,Life Sciences,Male,Manager,5,2,Single,19717,6,No,3,36,3,7,3,7,7,4,8
40,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,3544,9,No,3,6,3,4,2,0,0,3,16
34,26-35,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,4,Divorced,8500,0,No,3,10,2,9,7,1,6,4,9
40,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,2,4,Single,4661,1,No,3,9,3,9,8,8,8,3,2
41,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,1,Divorced,4103,0,No,3,10,3,9,3,1,7,3,1
35,26-35,No,0,Research & Development,Life Sciences,Male,Research Scientist,2,3,Single,4249,1,Yes,3,9,3,9,6,1,1,3,4
51,46-55,No,0,Human Resources,Life Sciences,Male,Manager,4,2,Divorced,14026,1,Yes,3,33,3,33,9,0,10,3,5
38,36-45,No,0,Sales,Life Sciences,Female,Sales Executive,2,1,Divorced,6893,3,No,3,11,3,7,7,1,7,2,2
34,26-35,No,0,Sales,Medical,Female,Sales Executive,2,1,Single,6125,1,No,3,10,4,10,8,9,6,3,15
25,18-25,No,0,Research & Development,Medical,Male,Laboratory Technician,1,4,Married,3669,3,No,3,7,2,3,2,1,2,4,19
58,56-65,Yes,1,Research & Development,Medical,Female,Manufacturing Director,3,1,Married,10008,7,Yes,3,31,2,10,9,5,9,3,7
40,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,2,Married,2387,3,No,4,7,3,4,2,0,3,2,1
36,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,1,Married,4639,2,No,3,17,2,15,7,6,13,1,7
48,46-55,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,4,Single,7898,1,No,3,11,3,10,9,0,8,4,4
27,26-35,No,0,Sales,Medical,Female,Sales Representative,1,4,Married,2534,8,No,3,5,3,1,0,0,0,3,11
51,46-55,No,0,Research & Development,Technical Degree,Female,Manufacturing Director,4,2,Single,13142,3,No,3,29,2,5,2,0,3,4,11
18,nan,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,4,Single,1611,1,No,3,0,4,0,0,0,0,4,1
35,26-35,No,0,Research & Development,Medical,Female,Laboratory Technician,2,4,Married,5363,0,No,3,10,3,9,7,0,0,4,1
27,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Single,5071,3,No,4,8,3,6,2,0,0,4,2
55,46-55,Yes,1,Sales,Marketing,Male,Sales Executive,4,3,Single,13695,6,Yes,3,24,2,19,7,3,8,1,13
56,56-65,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,4,2,Married,13402,4,Yes,3,33,3,19,16,15,9,4,23
34,26-35,No,0,Research & Development,Technical Degree,Female,Research Scientist,1,3,Divorced,2029,1,No,4,5,3,5,4,0,0,1,26
40,36-45,No,0,Research & Development,Medical,Female,Healthcare Representative,2,3,Divorced,6377,5,No,4,15,3,12,11,11,8,2,2
34,26-35,No,0,Research & Development,Medical,Male,Laboratory Technician,2,3,Married,5429,4,No,3,10,3,8,7,7,7,2,29
31,26-35,Yes,1,Sales,Life Sciences,Female,Sales Representative,1,4,Single,2785,7,No,3,3,4,1,0,0,0,3,2
35,26-35,Yes,1,Sales,Marketing,Female,Sales Executive,2,3,Married,4614,0,Yes,3,5,2,4,2,3,2,4,18
38,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Divorced,2610,1,No,3,4,3,4,2,0,3,4,7
34,26-35,No,0,Research & Development,Technical Degree,Female,Healthcare Representative,2,4,Single,6687,1,No,3,14,4,14,11,4,11,3,2
28,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,1,Married,4724,1,No,3,5,3,5,3,0,4,3,26
31,26-35,Yes,1,Research & Development,Medical,Male,Manufacturing Director,2,3,Married,6179,1,Yes,3,10,2,10,2,6,7,4,22
39,36-45,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Married,6120,3,Yes,3,8,4,5,4,1,4,1,21
51,46-55,No,0,Sales,Marketing,Male,Sales Executive,3,2,Married,10596,2,No,3,14,3,4,2,3,2,2,2
41,36-45,No,0,Research & Development,Life Sciences,Female,Research Scientist,2,4,Divorced,5467,3,Yes,3,12,2,6,2,3,3,4,22
37,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,3,Married,2996,7,Yes,3,8,3,6,4,1,3,3,4
33,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,4,Married,9998,6,No,3,8,4,5,4,1,2,2,5
32,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,2,Married,4078,0,Yes,3,4,2,3,2,1,2,3,2
39,36-45,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,3,Married,10920,3,No,4,13,3,6,4,0,5,3,25
25,18-25,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,6232,2,No,3,6,2,3,2,1,2,1,18
52,46-55,No,0,Research & Development,Medical,Female,Manufacturing Director,4,3,Married,13247,2,Yes,3,24,2,5,3,0,2,4,28
43,36-45,No,0,Research & Development,Medical,Female,Research Scientist,2,3,Single,4081,1,Yes,3,20,1,20,7,1,8,1,6
27,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,4,Married,5769,1,Yes,3,6,3,6,2,4,4,4,10
27,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,3,Single,2394,1,Yes,3,8,3,8,2,7,7,4,17
26,26-35,No,0,Research & Development,Medical,Male,Research Scientist,1,4,Single,3904,0,No,3,5,3,4,3,1,1,1,2
42,36-45,No,0,Human Resources,Human Resources,Female,Manager,4,1,Married,16799,0,No,3,21,3,20,7,0,9,3,10
52,46-55,No,0,Research & Development,Other,Female,Laboratory Technician,1,1,Married,2950,9,No,3,12,1,5,4,0,4,3,8
37,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,3,Single,3629,4,No,3,8,3,3,2,0,2,1,11
35,26-35,No,0,Research & Development,Life Sciences,Male,Manufacturing Director,3,4,Single,9362,2,No,3,10,3,2,2,2,2,3,18
25,18-25,No,0,Research & Development,Technical Degree,Male,Laboratory Technician,1,4,Married,3229,4,No,3,7,2,3,2,0,2,1,1
26,26-35,No,0,Research & Development,Other,Male,Laboratory Technician,1,1,Single,3578,0,No,3,8,3,7,7,0,7,3,7
29,26-35,No,0,Human Resources,Other,Male,Human Resources,3,1,Single,7988,1,No,3,10,2,10,9,0,9,2,17
49,46-55,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,2,1,Single,4284,3,No,4,20,3,4,3,1,3,1,28
29,26-35,Yes,1,Research & Development,Other,Female,Healthcare Representative,3,4,Single,7553,0,Yes,3,9,3,8,7,7,7,3,14
54,46-55,No,0,Research & Development,Medical,Female,Research Director,4,4,Single,17328,6,No,3,29,2,20,7,12,7,4,1
58,56-65,No,0,Research & Development,Medical,Female,Research Director,5,1,Married,19701,3,Yes,4,32,3,9,8,1,5,4,1
55,46-55,No,0,Research & Development,Medical,Male,Research Director,4,4,Divorced,14732,2,No,3,31,4,7,7,0,0,2,1
36,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,2,Single,9278,3,Yes,3,15,3,5,4,0,1,1,3
31,26-35,Yes,1,Sales,Life Sciences,Female,Sales Representative,1,3,Single,1359,1,No,3,1,3,1,0,0,0,2,1
30,26-35,No,0,Sales,Marketing,Female,Sales Executive,2,1,Divorced,4779,7,No,3,8,3,3,2,0,2,4,7
31,26-35,No,0,Research & Development,Life Sciences,Female,Research Director,4,2,Single,16422,3,No,3,9,4,3,2,1,0,1,8
34,26-35,No,0,Research & Development,Other,Male,Research Scientist,1,1,Divorced,2996,5,No,3,10,3,4,3,1,3,4,1
31,26-35,Yes,1,Research & Development,Life Sciences,Female,Research Scientist,1,2,Single,1261,1,No,3,1,4,1,0,0,0,1,8
27,26-35,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,1,Married,2099,0,No,3,6,4,5,0,1,4,2,11
36,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,2,4,Single,5810,1,No,3,10,2,10,4,1,8,1,4
36,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,1,Married,5647,4,No,3,11,2,3,2,0,2,3,16
47,46-55,No,0,Research & Development,Technical Degree,Male,Research Scientist,1,4,Married,3420,7,No,3,17,2,6,5,1,2,1,1
25,18-25,Yes,1,Sales,Life Sciences,Male,Sales Representative,1,1,Married,4400,3,No,3,6,3,3,2,2,2,1,9
37,36-45,No,0,Research & Development,Technical Degree,Male,Laboratory Technician,1,3,Single,3500,0,No,3,7,1,6,5,1,3,3,5
56,56-65,No,0,Research & Development,Life Sciences,Female,Research Scientist,1,1,Married,2066,2,No,4,5,4,3,2,1,0,1,1
47,46-55,No,0,Research & Development,Medical,Female,Research Director,4,3,Married,17169,3,No,3,26,4,20,17,5,6,1,2
24,18-25,No,0,Sales,Medical,Female,Sales Executive,2,3,Married,4162,1,Yes,3,5,3,5,4,0,3,4,4
32,26-35,No,0,Sales,Marketing,Male,Sales Executive,2,4,Married,9204,4,No,3,7,2,4,3,0,3,4,7
34,26-35,No,0,Research & Development,Life Sciences,Female,Laboratory Technician,1,2,Married,3294,5,No,3,7,2,5,4,0,2,4,1
41,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Married,2127,2,Yes,3,7,2,4,2,0,3,2,5
40,36-45,No,0,Research & Development,Other,Male,Laboratory Technician,2,3,Divorced,3975,3,No,3,11,4,8,7,0,7,3,9
31,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,3,4,Divorced,10793,1,No,3,13,3,13,7,9,9,1,8
46,46-55,Yes,1,Sales,Marketing,Male,Sales Executive,3,4,Divorced,10096,4,No,3,28,4,7,7,4,3,1,9
39,36-45,Yes,1,Research & Development,Life Sciences,Female,Laboratory Technician,1,1,Single,3646,2,Yes,4,11,4,1,0,0,0,1,2
31,26-35,Yes,1,Research & Development,Life Sciences,Female,Manufacturing Director,3,2,Single,7446,1,No,3,10,3,10,8,4,7,3,1
45,36-45,No,0,Research & Development,Medical,Male,Healthcare Representative,3,1,Divorced,10851,2,Yes,3,24,3,7,7,0,7,2,20
31,26-35,No,0,Human Resources,Medical,Female,Human Resources,1,2,Single,2109,9,No,3,8,3,3,2,0,2,4,8
31,26-35,Yes,1,Research & Development,Life Sciences,Male,Laboratory Technician,1,4,Married,3722,6,Yes,3,7,1,2,2,2,2,2,2
45,36-45,No,0,Research & Development,Technical Degree,Male,Manufacturing Director,3,4,Married,9380,4,Yes,3,10,4,3,1,1,2,2,29
48,46-55,No,0,Sales,Marketing,Male,Sales Executive,2,1,Divorced,5486,4,No,3,15,3,2,2,2,2,3,7
34,26-35,Yes,1,Human Resources,Technical Degree,Female,Human Resources,1,3,Married,2742,1,No,3,2,3,2,2,2,2,1,9
40,36-45,No,0,Research & Development,Medical,Male,Research Director,3,2,Divorced,13757,2,No,3,16,3,9,8,4,8,4,8
28,26-35,No,0,Sales,Medical,Male,Sales Executive,2,1,Single,8463,0,No,3,6,3,5,4,1,3,4,5
44,36-45,No,0,Research & Development,Life Sciences,Male,Laboratory Technician,1,3,Single,3162,3,No,3,7,3,5,2,0,3,3,5
53,46-55,No,0,Research & Development,Medical,Male,Research Director,4,2,Single,16598,4,No,3,35,2,9,8,8,8,4,2
49,46-55,No,0,Research & Development,Technical Degree,Male,Healthcare Representative,2,3,Married,6651,2,No,3,20,2,3,2,1,2,1,5
40,36-45,No,0,Research & Development,Medical,Male,Research Scientist,1,3,Divorced,2345,2,No,3,8,4,3,1,1,2,3,2
44,36-45,No,0,Research & Development,Life Sciences,Male,Research Scientist,1,2,Single,3420,1,No,3,6,2,5,2,1,3,4,20
33,26-35,No,0,Sales,Medical,Male,Sales Executive,2,1,Married,4373,0,No,3,5,3,4,3,0,3,4,7
34,26-35,No,0,Sales,Other,Male,Sales Executive,2,1,Single,4759,3,No,3,15,3,13,9,3,12,4,3
30,26-35,No,0,Sales,Life Sciences,Male,Sales Executive,2,3,Married,5301,8,No,3,4,2,2,1,2,2,4,16
42,36-45,No,0,Research & Development,Medical,Female,Laboratory Technician,1,4,Single,3673,1,No,3,12,3,12,9,5,8,1,9
44,36-45,No,0,Sales,Marketing,Female,Sales Executive,2,3,Married,4768,7,No,3,11,2,1,0,0,0,1,1
30,26-35,No,0,Research & Development,Technical Degree,Male,Research Scientist,1,3,Divorced,1274,1,No,3,1,2,1,0,0,0,3,7
57,56-65,No,0,Research & Development,Life Sciences,Male,Research Scientist,2,3,Married,4900,0,No,4,13,2,12,9,2,8,2,1
49,46-55,No,0,Research & Development,Life Sciences,Male,Healthcare Representative,3,2,Divorced,10466,3,No,3,29,3,8,7,0,7,3,7
34,26-35,No,0,Research & Development,Medical,Male,Research Director,4,1,Divorced,17007,7,No,3,16,2,14,8,6,9,2,15
28,26-35,Yes,1,Sales,Technical Degree,Male,Sales Representative,1,3,Married,2909,3,No,3,5,4,3,2,1,2,1,1
29,26-35,Yes,1,Sales,Technical Degree,Female,Sales Executive,2,2,Single,5765,5,No,3,7,1,5,3,0,0,1,13
34,26-35,Yes,1,Sales,Medical,Female,Sales Executive,2,2,Single,4599,0,Yes,4,16,4,15,9,10,10,1,24
35,26-35,No,0,Sales,Life Sciences,Male,Sales Representative,1,3,Married,2404,1,No,3,1,3,1,0,0,0,4,7
24,18-25,Yes,1,Research & Development,Medical,Male,Laboratory Technician,1,1,Single,3172,2,Yes,3,4,2,0,0,0,0,2,9
24,18-25,No,0,Sales,Life Sciences,Female,Sales Representative,1,2,Married,2033,1,No,3,1,3,1,0,0,0,4,13
44,36-45,No,0,Research & Development,Medical,Male,Manufacturing Director,3,3,Single,10209,5,Yes,3,16,2,2,2,2,2,2,2
